;original_worker_id;dupl_worker_id;confidence;original_photo;dupl_photo
0;731d2f81ad57b3f1d62a8f8bac0511af;67ea0d5da3c57878ebdb436c386522e4;0.9558209;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6244939b154dce4ccec4e54c.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6255c8cfa78b820c6c71a938.jpg
1;5b43cf25e4da3b72e942d8ba9cef311e;a7a8f7054a819d323f58a4531aecfb04;0.9524989;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62762580516a1f3d2405034c.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--627619012afb8d4f1f6848fa.jpg
2;b742626c9de5f61b6396860e610c55e8;7ea45eb6d88c40bfe26f8bddbc7e027e;0.9404135;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62429127b7ffd22bbe655933.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--625507bd4374727ed134b45a.jpg
3;517d997a11f7ca522171ce3a27689d54;d4cca4ce1dc937ca8e033e0b45e51758;0.9399257;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6267c1c0365ff524ae88721a.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6267c45cff79a865e3126914.jpg
4;8deae9419bf49e947e5cea7d9ee384b3;34857de384b617e296cb220e2f122683;0.939815;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--632916789d6b6e59bf52dc00.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--632928c0ee98da5773df5f16.jpg
5;62e186d342853f5471db50992061c616;106c14ebbbb6af883bdd99070b9d29d0;0.934486;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--625509e8068ade58de899d18.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--625443162872212c0ddd88f7.jpg
6;2ffff9034de64f803809624e3456f0b8;46e316f0e9f02cd4277948ae26bbcdd8;0.9313652;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6328bec11a965e051c429e5b.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6328bc58c5e3253c06c4b7f5.jpg
7;2ffff9034de64f803809624e3456f0b8;d10cc3e7357e131e70ae1a887ac79257;0.9302757;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6328bec11a965e051c429e5b.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6328bf99ee98da5773dbe7f1.jpg
8;08a268fedde0103d986617d444309c2c;0ec2e4befe3747965ae3551760e66387;0.9223667;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6329378452d2d7784f0988a0.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--636143e8b3ead91b8d9e98bf.jpg
9;9a37d3caeebc2add7f657371b0b17975;b6e23ffe9362bf4334d90c6907abcf7c;0.9211567;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630d7dd9f08fdf14c50304b4.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--637f49ef4d04ae7da23c4b7a.jpg
10;0d39634de659884befefaf0be5506f63;d0c7183a30492ac593c0b05a919cd17e;0.9196274;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6345b514c1f1a52a6485e210.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6368e1cf30180324ab7c01e1.jpg
11;3f4057e80870fb9acbd6a485d7980f91;174082cb375c8035db523f96b33ddadb;0.9195717;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c96450b0ca9e7542102347.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63031e2bb789b92b1ea0e994.jpg
12;0735a3b56bd7155a674cdb36ed2630e6;92e77f1379e8154290132ac39e969fcb;0.9129538;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--627610a3532aab3ff90ba223.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6275fbe3113aad51d23b78b0.jpg
13;fc6211aa5e4fe756240e6675030efaf1;e04e1249e41f188381f6ae3d134d50b0;0.9067508;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622e2801dc5c4810a03cf652.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622e4b8c6aff7e6ce708d60d.jpg
14;cd7e02096c2337a3b098a1b8bc1684c3;25cb8f2aa409a88984a313d18816d7b1;0.9049483;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6228ac1b294a1e5c161b2c08.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6228cfd6ded1f01d1be6bc51.jpg
15;b742626c9de5f61b6396860e610c55e8;6bd00fba7dec4406989997332eb1fea5;0.902303;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62429127b7ffd22bbe655933.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6267792860e44172041542ee.jpg
16;a453fb5cfccd9f5ceb30efe75be8a1f9;9ab210c9c9fd58be8b1472115b506461;0.8932515;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622a45b14fce190ebdbab0bb.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622c77cfcc22ca6ce9db7e44.jpg
17;96dbffd0d3ea3041bd9094d1d6aab317;d732b952a751f4a50c11c60ac328d5b6;0.8926901;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62273d438fd2c4357ed1fe95.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6224ba6ff2f0126f42d33e63.jpg
18;01dc16cc0945dd30df00a8207cfc7037;e1b89ec9c2d5883d487e84521dc515c6;0.8915493;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--626007d34e109864dc0d30fc.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--627524c1e2055e2ef182c5f5.jpg
19;4bd5143bb8c2859c08fe2ccb58b4dd86;dc37cea9ba7ea3c51d357289df22d05a;0.8913752;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62ffcc763bd6c035173002bd.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63032156313a2c023282a3be.jpg
20;38368ddef02fabdf490b23a4b9d958ce;ef5a28b4d89c487a7c67bb50b0edc8f3;0.8889969;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--624c84844d23d73ab9dc572b.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6242dda0c44212112773d33d.jpg
21;81c4f6b4c85905950424ec2f6912faf9;047295a7e718a961648fecd420feb221;0.8862071;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6224b3bd0491a43cbd3f60ca.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6224b51195aad761f1345970.jpg
22;40d377cc75040dce1022fc0c1364e901;c9aba483aa9c1f8a955cba2799b3490f;0.8823319;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c7c62e4bf6793b3a5ef956.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62e6ae10c9e3ee7dafc4c725.jpg
23;f9c7b317d89c4b79eb45f966b7264512;1856254d43651e9fc7761666d40f6b54;0.880015;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6363ca88535a597b240d3320.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6366aa19386f5d119c381919.jpg
24;70d45cb2ec01cf0e4416eb3dd69ebda9;05948d3c1a0a1cbc648f7a12471ec722;0.878586;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c7d6ad35dc4857baab523a.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62d686ff62edd80605775cd3.jpg
25;8175e59f7eaa4513aa269c59b639cf90;e4ae451f1b33adeaa41a0431e63b51e2;0.878349;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62498243a217573c2caece35.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6239ffff353a541f5107b481.jpg
26;afaa6064901a9b09e90709dcacf8ffba;22727568b7c4ea289ef4a8663ce3fffb;0.8724938;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622cb7144d6cd56a1e4da355.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63048bcfbd62f63a2ae255d6.jpg
27;e634de17164e0d828d5a7656b786b68f;c30f48a71fba73f7260a61250ef5fe83;0.8657119;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6281fb2994e0781524ddd61d.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62811f76ee73322e41e5b464.jpg
28;44fab68cb02335eb576867700c4eb4a2;a99918071cde7e62400c327018f5f19f;0.8645838;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62aed2f14c744c104520a3b3.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62e5d21359b423027d6ed8bc.jpg
29;242d577094ec67f8b2b962b767bcb373;acd7ed953a119d3a353cc3436e5db348;0.862532;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62e93a33e2289f1ebf0ecb19.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622c9bdeaf082974d13b3181.jpg
30;e78148457983378ac28d3f03ea09a2b6;bc4183dbd1b4225c94c89b674ee93787;0.8585526;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63486fec87d7103914214b5d.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63653971535a597b2421cac7.jpg
31;ebdbbcbabf26a8fd706e6cd1b582e294;a6c465a21be5d0351e98b0ebb4165285;0.8576694;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62fe5ff10ca0dc7aee289a84.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62df7accd2f32c4d28a27bb9.jpg
32;0193ca573b27a14557e760bc5a57fcd1;a2fd5e7e64dd808fbf0cf1bb757edf18;0.856371;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--636942d461871a02322648c1.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6239586622820f461eb8d462.jpg
33;656a1ec15257fabe9cd54fc619f3027a;9961ac0360d6820be9f39b40d0452ac1;0.8551084;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62951c074796d7421deeb021.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6295efccdf858e094c849bea.jpg
34;7b69595644432baae2c5a24f155289ba;03c8c328c2ac905fc3c80d225dfb1161;0.8531913;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6275e0faa89fbe3111894dd2.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--627647da11f4660b757ec31b.jpg
35;4b6d2ba8d2c1ab596b52ed0e7dbea851;70baf5c516708e9ad42598c51b67a3e4;0.8525772;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62554e655fe590594d92aedc.jpg;https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--624ea24be34db4374a57884e.jpg
