INPUT:name_pair_1	INPUT:name_pair_2
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63823e1d8916f97efd02a185.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62812d14e35a4e462fe5a5e2.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6225e2368900d230dbc3d313.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--627564fd0592c37ff30d2a8a.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289143ac6653919697781bc.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6289158f8ecec626c1c66fe3.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62d6ac0ea711203db74b598f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6239a076a3eded076b6202d6.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630b43da735ccd0e80043ec1.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6281a7d7f15ea6134baca2e0.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62c3001d8c92165d6ce68fe5.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--622d944bec5b125710d50231.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--634580eee458446c3906a335.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62ea541eed9186661034b999.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63c2e81a6daae61bce98476f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63be339f1613b6541c679531.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63b58a5f6be44128abed3bd9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6346463d735aac6c0bfb6a48.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62547645b78d4361c319b719.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6255a7017755165916e25bd1.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--629486ef6789b1401e77e5a3.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--626664743da1ef0482131aa9.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63612384ca1b6f63fbc5146e.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6329a5e1fa8f9d332d6e567a.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--638e298ee6f25e22dd249c77.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--638f55951d15e03eaa479f42.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--628186882c546f22a366d3ab.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63629cac2bcbd92ab8fafdca.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6384bdf24220c362ed683122.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62cb3d54dd249c7cc14daefb.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--63614cce4c805c0177a79ba9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--636692ecfeee882fe6104fcc.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62667184cc78c830b1eb2ac9.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62fe0528934fdf70ddc88d30.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--637f49ef4d04ae7da23c4b7a.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--630d7dd9f08fdf14c50304b4.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6294b514a743b42b6aaec67c.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62667184cc78c830b1eb2ac9.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6280b2c6a556430847b3f6fe.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--634504bf7a64d3453006b884.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--634974ed92e0e728e7867948.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6249e00f7bc14a018fc38205.jpg
https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--62fe4813b789b92b1e6dc57f.jpg	https://storage.yandexcloud.net/license-anti-spoofing/live_selfie/0001e96803--6300bf4d0d5c633debb44535.jpg
